MIR770	-0.04045429677700506
RN7SL1	0.03712483032469142
SST	-0.03507099420078386
PRKCG	-0.03189499358932269
PDYN	-0.03114514646077388
SLC17A7	-0.030959784985784385
RPPH1	0.030642670771049624
GRIN1	-0.030267916332933645
RNU2-1	0.03012998692637499
SNORD3A	0.030014120252704585
CACNG3	-0.029522389352285284
SULT4A1	-0.029444080141129526
PACSIN1	-0.029252901250597638
SLC8A2	-0.02913327653584229
SLC32A1	-0.029118712869354083
RNU1-2	0.028984950007387593
RMRP	0.028959670197488272
NRGN	-0.02887508513547009
RNU1-4	0.028644357561994814
GABRA5	-0.028440996527847942
FAM163B	-0.028358704451142573
RNU1-3	0.02832622514860878
DDN	-0.02830483095846822
NEFM	-0.028067365437682946
C1QL3	-0.027956812321250427
RNVU1-18	0.027928269153857446
SYN1	-0.027773855717186335
NEFL	-0.027735821186331177
ICAM5	-0.027662991957588683
SLC6A17	-0.027416446500415158
SYN2	-0.027267317620065974
LOC105373377	-0.02708251565337812
TMEM130	-0.026994551743718415
CPLX2	-0.02699071594104664
PNMA5	-0.026945864744644624
SNORD113-3	-0.026922540854958987
MAL2	-0.026821817221526382
CHRM1	-0.026725697654376032
SNCB	-0.026706260605052712
SYT1	-0.02667704928015222
RNU1-1	0.026629166816181785
HRH3	-0.02651603589987652
NEUROD6	-0.026456131342746114
CCKBR	-0.026386004086736674
CRYM	-0.02623761633063718
VSNL1	-0.026143903745372187
CHD5	-0.02571089313338354
CALB2	-0.025678729312857758
GNG3	-0.02566953377586863
CALY	-0.025647377839262953
CDK5R2	-0.02561366116777386
KCNJ4	-0.025553200114418258
GABRA1	-0.02554814043516248
SLC6A7	-0.02546227853453871
CAMK2A	-0.025424472422077862
CPNE6	-0.025401287915189225
ATP1A3	-0.025383376849102593
SLC30A3	-0.025379869942803678
SV2B	-0.02530876807472594
WBSCR17	-0.02530845152764381
KLK7	-0.025258623639804776
SYT13	-0.02517735024329283
GAD2	-0.025164542547790193
SNAP25	-0.02514985217658244
CREG2	-0.025124934053709767
CAMKV	-0.02511249190143711
GABRG2	-0.02509373008452358
SERTM1	-0.025064108334398757
HPCA	-0.02503538961922407
RASAL1	-0.024989887030872834
RAB3A	-0.02498929926531332
PHYHIP	-0.024983269254941466
MTND4P12	-0.02497675704785318
SNORA73A	0.024897112720395694
WNT10B	-0.024886698394580884
LRTM2	-0.024874267316895324
SVOP	-0.024858156967979494
SNCG	-0.024752390263782963
RNVU1-7	0.02472153158979891
CHGA	-0.024690214024676187
HMP19	-0.02467991913838079
SYNPR	-0.024580178284061355
KIAA1045	-0.024568521071754085
GDA	-0.024466776807561555
FBXL16	-0.024455514044940105
NECAB2	-0.024454947894997685
WIF1	-0.024399085484140923
MIR1249	-0.02435375935516677
GABRD	-0.02433859886387499
RNU2-2P	0.02424581873343113
CCK	-0.024139654491840225
INA	-0.024135895381323786
MIR657	-0.024061435064034836
SYT5	-0.02391795168171909
CPLX1	-0.023851340586463335
SSTR1	-0.023834398856249012
HIPK4	-0.023820857342507884
SLC12A5	-0.023778738752613958
VGF	-0.023775954490435163
WARS2-IT1	0.023770643206509047
